provider,network_type,plan_name,download_speed,upload_speed,price,promo_price,promo_period,contract,typical_evening_dl,typical_evening_ul,source_url
activ8me,NBN,Standard 25 Unlimited Data Allowance,25,10,74.95,54.95,6 months,Month-to-Month,25,10,https://www.activ8me.net.au/internet/nbn-fibre-fttp-hfc
activ8me,NBN,Standard 50 Unlimited Data Allowance,50,20,84.95,74.95,6 months,Month-to-Month,47,17,https://www.activ8me.net.au/internet/nbn-fibre-fttp-hfc
activ8me,NBN,Home Fast 100 Unlimited Data Allowance,100,20,99.95,84.95,6 months,Month-to-Month,84,17,https://www.activ8me.net.au/internet/nbn-fibre-fttp-hfc
activ8me,NBN,Home Fast 500 Unlimited Data Allowance,500,50,99.95,84.95,6 months,Month-to-Month,404,42,https://www.activ8me.net.au/internet/nbn-fibre-fttp-hfc
activ8me,NBN,Super Fast 750 Unlimited Data Allowance,750,50,114.95,,,Month-to-Month,575,42,https://www.activ8me.net.au/internet/nbn-fibre-fttp-hfc
activ8me,Opticomm,Basic 12,12,1,64.95,,,Month-to-Month,7,0.85,https://www.activ8me.net.au/internet/opticomm-fibre-vdsl
activ8me,Opticomm,Standard 25,25,5,69.95,,,Month-to-Month,23,4.25,https://www.activ8me.net.au/internet/opticomm-fibre-vdsl
activ8me,Opticomm,Standard 50,50,20,84.95,,,Month-to-Month,39,17,https://www.activ8me.net.au/internet/opticomm-fibre-vdsl
activ8me,Opticomm,Home Fast 500,500,50,104.95,89.95,6 months,Month-to-Month,329,42,https://www.activ8me.net.au/internet/opticomm-fibre-vdsl
Airtel,5G,Flexi 5G,0,0,45.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,Ultimate 5G,0,0,55.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,Legend 5G,0,0,65.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,Legend + 5G,0,0,70.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,Ultimate + 5G,0,0,80.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,Super Flex,0,0,85.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,Nano 4G,0,0,30.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,Micro 4G,0,0,35.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,Micro + 5G,0,0,40.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,Family Share Pool A,0,0,35.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,Family Share Pool B,0,0,50.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,Family Share Pool C,0,0,65.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,Family Share Pool D,0,0,75.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,Roaming International,0,0,60.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,Roaming International,0,0,85.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,5G Mobile Broadband,0,0,40.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,5G Mobile Broadband,0,0,65.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,5G Mobile Broadband,0,0,60.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,5G Mobile Broadband,0,0,70.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,5G Mobile Broadband,0,0,80.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,5G Mobile Broadband,0,0,85.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,Physical SIM,0,0,15.0,,,,0,0,https://airtel.au/mobile
Alpha,NBN,Alpha NBN 25Mbps/5mbps,25,5,69.99,,,"Month to month, no cancellation fees",25,5,https://home.alpha.net.au/plans/plan-nbn.html
Alpha,NBN,Alpha NBN 50Mbps/20Mbps,50,20,84.99,,,"Month to month, no cancellation fees",50,20,https://home.alpha.net.au/plans/plan-nbn.html
Alpha,NBN,Alpha NBN 500mbps/50mbps,500,50,94.99,,,"Month to month, no cancellation fees",500,50,https://home.alpha.net.au/plans/plan-nbn.html
Alpha,Opticomm,Alpha Opticomm 25Mbps/5Mbps,25,5,65.0,,,"Month to month, no cancellation fees; $110.00 setup fee",25,5,https://home.alpha.net.au/plans/plan-opticomm.html
Alpha,Opticomm,Alpha Opticomm 50Mbps/20Mbps,50,20,75.0,,,"Month to month, no cancellation fees; $110.00 setup fee",50,20,https://home.alpha.net.au/plans/plan-opticomm.html
Alpha,Opticomm,Alpha Opticomm 100Mbps/20Mbps,100,20,85.0,,,"Month to month, no cancellation fees; $110.00 setup fee",100,20,https://home.alpha.net.au/plans/plan-opticomm.html
Alpha,Opticomm,Alpha Opticomm 250Mbps/25Mbps,250,25,109.0,,,"Month to month, no cancellation fees; $110.00 setup fee",250,25,https://home.alpha.net.au/plans/plan-opticomm.html
Alpha,Supa,Alpha Supanetworks 25Mbps/10Mbps,25,10,65.0,,,"Month to month, no cancellation fees; $15.00 setup fee",25,10,https://home.alpha.net.au/plans/plan-supanetworks.html
Alpha,Supa,Alpha Supanetworks 50Mbps/20Mbps,50,20,75.0,,,"Month to month, no cancellation fees; $15.00 setup fee",50,20,https://home.alpha.net.au/plans/plan-supanetworks.html
